"TIME","GEO","AGE","SEX","UNIT","Value","Flag and Footnotes"
"2019","Serbia","18 years","Females","Number","33 009",""
"2019","Serbia","19 years","Males","Number","35 154",""
"2019","Serbia","19 years","Females","Number","32 792",""
"2019","Serbia","20 years","Males","Number","35 877",""
"2019","Serbia","20 years","Females","Number","34 071",""
"2019","Serbia","21 years","Males","Number","37 387",""
"2019","Serbia","21 years","Females","Number","35 470",""
"2019","Serbia","22 years","Males","Number","39 538",""
"2019","Serbia","22 years","Females","Number","37 199",""
"2019","Serbia","23 years","Males","Number","41 795",""
"2019","Serbia","23 years","Females","Number","39 166",""
"2019","Serbia","24 years","Males","Number","41 582",""
"2019","Serbia","24 years","Females","Number","39 179",""
"2019","Serbia","25 years","Males","Number","42 515",""
"2019","Serbia","25 years","Females","Number","40 041",""
"2019","Serbia","26 years","Males","Number","42 247",""
"2019","Serbia","26 years","Females","Number","40 404",""
"2019","Serbia","27 years","Males","Number","43 822",""
"2019","Serbia","27 years","Females","Number","42 084",""
"2019","Serbia","28 years","Males","Number","43 840",""
"2019","Serbia","28 years","Females","Number","41 833",""
"2019","Serbia","29 years","Males","Number","43 979",""
"2019","Serbia","29 years","Females","Number","42 309",""
"2019","Serbia","30 years","Males","Number","46 933",""
"2019","Serbia","30 years","Females","Number","44 426",""
"2019","Serbia","31 years","Males","Number","47 316",""
"2019","Serbia","31 years","Females","Number","45 119",""
"2019","Serbia","32 years","Males","Number","46 839",""
"2019","Serbia","32 years","Females","Number","45 191",""
"2019","Serbia","33 years","Males","Number","48 057",""
"2019","Serbia","33 years","Females","Number","46 172",""
"2019","Serbia","34 years","Males","Number","50 069",""
"2019","Serbia","34 years","Females","Number","48 415",""
"2019","Serbia","35 years","Males","Number","50 327",""
"2019","Serbia","35 years","Females","Number","48 406",""
"2019","Serbia","36 years","Males","Number","49 500",""
"2019","Serbia","36 years","Females","Number","47 834",""
"2019","Serbia","37 years","Males","Number","48 981",""
"2019","Serbia","37 years","Females","Number","47 868",""
"2019","Serbia","38 years","Males","Number","50 130",""
"2019","Serbia","38 years","Females","Number","48 540",""
"2019","Serbia","39 years","Males","Number","50 011",""
"2019","Serbia","39 years","Females","Number","48 428",""
"2019","Serbia","40 years","Males","Number","50 691",""
"2019","Serbia","40 years","Females","Number","49 005",""
"2019","Serbia","41 years","Males","Number","50 806",""
"2019","Serbia","41 years","Females","Number","49 444",""
"2019","Serbia","42 years","Males","Number","50 878",""
"2019","Serbia","42 years","Females","Number","50 237",""
"2019","Serbia","43 years","Males","Number","50 769",""
"2019","Serbia","43 years","Females","Number","50 120",""
"2019","Serbia","44 years","Males","Number","49 214",""
"2019","Serbia","44 years","Females","Number","48 574",""
"2019","Serbia","45 years","Males","Number","48 906",""
"2019","Serbia","45 years","Females","Number","48 691",""
"2019","Serbia","46 years","Males","Number","46 997",""
"2019","Serbia","46 years","Females","Number","47 668",""
"2019","Serbia","47 years","Males","Number","47 248",""
"2019","Serbia","47 years","Females","Number","47 225",""
"2019","Serbia","48 years","Males","Number","45 970",""
"2019","Serbia","48 years","Females","Number","46 162",""
"2019","Serbia","49 years","Males","Number","46 110",""
"2019","Serbia","49 years","Females","Number","46 758",""
"2019","Serbia","50 years","Males","Number","45 016",""
"2019","Serbia","50 years","Females","Number","46 803",""
"2019","Serbia","51 years","Males","Number","45 379",""
"2019","Serbia","51 years","Females","Number","46 932",""
"2019","Serbia","52 years","Males","Number","44 950",""
"2019","Serbia","52 years","Females","Number","46 925",""
"2019","Serbia","53 years","Males","Number","45 931",""
"2019","Serbia","53 years","Females","Number","48 034",""
"2019","Serbia","54 years","Males","Number","44 169",""
"2019","Serbia","54 years","Females","Number","46 431",""
"2019","Serbia","55 years","Males","Number","45 617",""
"2019","Serbia","55 years","Females","Number","48 377",""
"2019","Serbia","56 years","Males","Number","45 638",""
"2019","Serbia","56 years","Females","Number","49 019",""
"2019","Serbia","57 years","Males","Number","46 975",""
"2019","Serbia","57 years","Females","Number","51 059",""
"2019","Serbia","58 years","Males","Number","48 260",""
"2019","Serbia","58 years","Females","Number","52 454",""
"2019","Serbia","59 years","Males","Number","46 310",""
"2019","Serbia","59 years","Females","Number","50 366",""
"2019","Serbia","60 years","Males","Number","46 772",""
"2019","Serbia","60 years","Females","Number","50 896",""
"2019","Serbia","61 years","Males","Number","44 999",""
"2019","Serbia","61 years","Females","Number","50 407",""
"2019","Serbia","62 years","Males","Number","48 607",""
"2019","Serbia","62 years","Females","Number","54 680",""
"2019","Serbia","63 years","Males","Number","49 917",""
"2019","Serbia","63 years","Females","Number","55 987",""
"2019","Serbia","64 years","Males","Number","52 492",""
"2019","Serbia","64 years","Females","Number","59 428",""
"2019","Serbia","65 years","Males","Number","50 155",""
"2019","Serbia","65 years","Females","Number","57 449",""
"2019","Serbia","66 years","Males","Number","51 502",""
"2019","Serbia","66 years","Females","Number","59 678",""
"2019","Serbia","67 years","Males","Number","42 486",""
"2019","Serbia","67 years","Females","Number","50 353",""
"2019","Serbia","68 years","Males","Number","46 244",""
"2019","Serbia","68 years","Females","Number","55 968",""
"2019","Serbia","69 years","Males","Number","42 138",""
"2019","Serbia","69 years","Females","Number","51 821",""
"2019","Serbia","70 years","Males","Number","39 730",""
"2019","Serbia","70 years","Females","Number","49 751",""
"2019","Serbia","71 years","Males","Number","35 994",""
"2019","Serbia","71 years","Females","Number","45 104",""
"2019","Serbia","72 years","Males","Number","30 374",""
"2019","Serbia","72 years","Females","Number","38 595",""
"2019","Serbia","73 years","Males","Number","20 597",""
"2019","Serbia","73 years","Females","Number","27 697",""
"2019","Serbia","74 years","Males","Number","22 178",""
"2019","Serbia","74 years","Females","Number","30 177",""
"2019","Serbia","75 years","Males","Number","21 960",""
"2019","Serbia","75 years","Females","Number","29 750",""
"2019","Serbia","76 years","Males","Number","21 219",""
"2019","Serbia","76 years","Females","Number","29 805",""
"2019","Serbia","77 years","Males","Number","21 204",""
"2019","Serbia","77 years","Females","Number","30 171",""
"2019","Serbia","78 years","Males","Number","21 793",""
"2019","Serbia","78 years","Females","Number","30 788",""
"2019","Serbia","79 years","Males","Number","19 622",""
"2019","Serbia","79 years","Females","Number","28 737",""
"2019","Serbia","80 years","Males","Number","17 769",""
"2019","Serbia","80 years","Females","Number","27 203",""
"2019","Serbia","81 years","Males","Number","16 642",""
"2019","Serbia","81 years","Females","Number","25 761",""
"2019","Serbia","82 years","Males","Number","14 764",""
"2019","Serbia","82 years","Females","Number","23 036",""
"2019","Serbia","83 years","Males","Number","13 317",""
"2019","Serbia","83 years","Females","Number","20 603",""
"2019","Serbia","84 years","Males","Number","11 800",""
"2019","Serbia","84 years","Females","Number","18 939",""
"2019","Serbia","85 years","Males","Number","9 914",""
"2019","Serbia","85 years","Females","Number","16 108",""
"2019","Serbia","86 years","Males","Number","8 299",""
"2019","Serbia","86 years","Females","Number","14 283",""
"2019","Serbia","87 years","Males","Number","6 625",""
"2019","Serbia","87 years","Females","Number","10 600",""
"2019","Serbia","88 years","Males","Number","5 517",""
"2019","Serbia","88 years","Females","Number","10 160",""
"2019","Serbia","89 years","Males","Number","4 271",""
"2019","Serbia","89 years","Females","Number","7 500",""
"2019","Serbia","90 years","Males","Number","3 429",""
"2019","Serbia","90 years","Females","Number","5 650",""
"2019","Serbia","91 years","Males","Number","2 421",""
"2019","Serbia","91 years","Females","Number","4 335",""
"2019","Serbia","92 years","Males","Number","1 938",""
"2019","Serbia","92 years","Females","Number","3 568",""
"2019","Serbia","93 years","Males","Number","1 378",""
"2019","Serbia","93 years","Females","Number","2 384",""
"2019","Serbia","94 years","Males","Number","998",""
"2019","Serbia","94 years","Females","Number","1 969",""
"2019","Serbia","95 years","Males","Number","726",""
"2019","Serbia","95 years","Females","Number","1 440",""
"2019","Serbia","96 years","Males","Number","517",""
"2019","Serbia","96 years","Females","Number","976",""
"2019","Serbia","97 years","Males","Number","504",""
"2019","Serbia","97 years","Females","Number","886",""
"2019","Serbia","98 years","Males","Number","272",""
"2019","Serbia","98 years","Females","Number","632",""
"2019","Serbia","99 years","Males","Number","342",""
"2019","Serbia","99 years","Females","Number","748",""
"2019","Serbia","Open-ended age class","Males","Number","310",""
"2019","Serbia","Open-ended age class","Females","Number","510",""
"2019","Serbia","Unknown","Males","Number","0",""
"2019","Serbia","Unknown","Females","Number","0",""
"2019","Turkey","Less than 1 year","Males","Number","623 658",""
"2019","Turkey","Less than 1 year","Females","Number","591 498",""
"2019","Turkey","1 year","Males","Number","660 770",""
"2019","Turkey","1 year","Females","Number","626 576",""
"2019","Turkey","2 years","Males","Number","672 045",""
"2019","Turkey","2 years","Females","Number","637 863",""
"2019","Turkey","3 years","Males","Number","681 179",""
"2019","Turkey","3 years","Females","Number","647 160",""
"2019","Turkey","4 years","Males","Number","690 128",""
"2019","Turkey","4 years","Females","Number","654 109",""
"2019","Turkey","5 years","Males","Number","663 736",""
"2019","Turkey","5 years","Females","Number","628 593",""
"2019","Turkey","6 years","Males","Number","661 915",""
"2019","Turkey","6 years","Females","Number","628 744",""
"2019","Turkey","7 years","Males","Number","640 691",""
"2019","Turkey","7 years","Females","Number","607 320",""
"2019","Turkey","8 years","Males","Number","647 009",""
"2019","Turkey","8 years","Females","Number","613 490",""
"2019","Turkey","9 years","Males","Number","651 157",""
"2019","Turkey","9 years","Females","Number","616 265",""
"2019","Turkey","10 years","Males","Number","670 878",""
"2019","Turkey","10 years","Females","Number","637 228",""
"2019","Turkey","11 years","Males","Number","667 469",""
"2019","Turkey","11 years","Females","Number","632 797",""
"2019","Turkey","12 years","Males","Number","647 539",""
"2019","Turkey","12 years","Females","Number","614 835",""
"2019","Turkey","13 years","Males","Number","638 979",""
"2019","Turkey","13 years","Females","Number","605 571",""
"2019","Turkey","14 years","Males","Number","629 412",""
"2019","Turkey","14 years","Females","Number","595 715",""
"2019","Turkey","15 years","Males","Number","618 646",""
"2019","Turkey","15 years","Females","Number","585 450",""
"2019","Turkey","16 years","Males","Number","629 246",""
"2019","Turkey","16 years","Females","Number","593 642",""
"2019","Turkey","17 years","Males","Number","672 612",""
"2019","Turkey","17 years","Females","Number","636 497",""
"2019","Turkey","18 years","Males","Number","686 848",""
"2019","Turkey","18 years","Females","Number","650 996",""
"2019","Turkey","19 years","Males","Number","692 097",""
"2019","Turkey","19 years","Females","Number","658 233",""
"2019","Turkey","20 years","Males","Number","683 430",""
"2019","Turkey","20 years","Females","Number","653 463",""
"2019","Turkey","21 years","Males","Number","682 591",""
"2019","Turkey","21 years","Females","Number","649 125",""
"2019","Turkey","22 years","Males","Number","660 041",""
"2019","Turkey","22 years","Females","Number","628 490",""
"2019","Turkey","23 years","Males","Number","652 469",""
"2019","Turkey","23 years","Females","Number","623 356",""
"2019","Turkey","24 years","Males","Number","668 766",""
"2019","Turkey","24 years","Females","Number","645 398",""
"2019","Turkey","25 years","Males","Number","651 754",""
"2019","Turkey","25 years","Females","Number","631 356",""
"2019","Turkey","26 years","Males","Number","632 015",""
"2019","Turkey","26 years","Females","Number","609 931",""
"2019","Turkey","27 years","Males","Number","631 317",""
"2019","Turkey","27 years","Females","Number","609 627",""
"2019","Turkey","28 years","Males","Number","632 547",""
"2019","Turkey","28 years","Females","Number","611 115",""
"2019","Turkey","29 years","Males","Number","642 390",""
"2019","Turkey","29 years","Females","Number","624 417",""
"2019","Turkey","30 years","Males","Number","639 791",""
"2019","Turkey","30 years","Females","Number","625 597",""
"2019","Turkey","31 years","Males","Number","638 267",""
"2019","Turkey","31 years","Females","Number","622 847",""
"2019","Turkey","32 years","Males","Number","643 101",""
"2019","Turkey","32 years","Females","Number","628 186",""
"2019","Turkey","33 years","Males","Number","637 744",""
"2019","Turkey","33 years","Females","Number","623 907",""
"2019","Turkey","34 years","Males","Number","646 302",""
"2019","Turkey","34 years","Females","Number","627 411",""
"2019","Turkey","35 years","Males","Number","634 473",""
"2019","Turkey","35 years","Females","Number","617 382",""
"2019","Turkey","36 years","Males","Number","647 038",""
"2019","Turkey","36 years","Females","Number","631 133",""
"2019","Turkey","37 years","Males","Number","704 565",""
"2019","Turkey","37 years","Females","Number","697 742",""
"2019","Turkey","38 years","Males","Number","678 155",""
"2019","Turkey","38 years","Females","Number","672 154",""
"2019","Turkey","39 years","Males","Number","652 372",""
"2019","Turkey","39 years","Females","Number","641 058",""
"2019","Turkey","40 years","Males","Number","634 616",""
"2019","Turkey","40 years","Females","Number","619 767",""
"2019","Turkey","41 years","Males","Number","614 071",""
"2019","Turkey","41 years","Females","Number","598 922",""
"2019","Turkey","42 years","Males","Number","567 537",""
"2019","Turkey","42 years","Females","Number","552 813",""
"2019","Turkey","43 years","Males","Number","538 830",""
"2019","Turkey","43 years","Females","Number","525 684",""
"2019","Turkey","44 years","Males","Number","598 275",""
"2019","Turkey","44 years","Females","Number","595 511",""
"2019","Turkey","45 years","Males","Number","578 404",""
"2019","Turkey","45 years","Females","Number","581 946",""
"2019","Turkey","46 years","Males","Number","554 001",""
"2019","Turkey","46 years","Females","Number","551 046",""
"2019","Turkey","47 years","Males","Number","524 338",""
"2019","Turkey","47 years","Females","Number","519 358",""
"2019","Turkey","48 years","Males","Number","513 044",""
"2019","Turkey","48 years","Females","Number","503 886",""
"2019","Turkey","49 years","Males","Number","500 396",""
"2019","Turkey","49 years","Females","Number","484 288",""
"2019","Turkey","50 years","Males","Number","467 302",""
"2019","Turkey","50 years","Females","Number","444 260",""
"2019","Turkey","51 years","Males","Number","407 183",""
"2019","Turkey","51 years","Females","Number","388 065",""
"2019","Turkey","52 years","Males","Number","447 958",""
"2019","Turkey","52 years","Females","Number","438 517",""
"2019","Turkey","53 years","Males","Number","544 378",""
"2019","Turkey","53 years","Females","Number","545 929",""
"2019","Turkey","54 years","Males","Number","505 361",""
"2019","Turkey","54 years","Females","Number","512 371",""
"2019","Turkey","55 years","Males","Number","441 465",""
"2019","Turkey","55 years","Females","Number","442 572",""
"2019","Turkey","56 years","Males","Number","430 516",""
"2019","Turkey","56 years","Females","Number","433 346",""
"2019","Turkey","57 years","Males","Number","376 814",""
"2019","Turkey","57 years","Females","Number","377 704",""
"2019","Turkey","58 years","Males","Number","431 894",""
"2019","Turkey","58 years","Females","Number","444 585",""
"2019","Turkey","59 years","Males","Number","396 193",""
"2019","Turkey","59 years","Females","Number","397 252",""
"2019","Turkey","60 years","Males","Number","332 336",""
"2019","Turkey","60 years","Females","Number","335 129",""
"2019","Turkey","61 years","Males","Number","294 350",""
"2019","Turkey","61 years","Females","Number","298 585",""
"2019","Turkey","62 years","Males","Number","350 474",""
"2019","Turkey","62 years","Females","Number","349 650",""
"2019","Turkey","63 years","Males","Number","396 614",""
"2019","Turkey","63 years","Females","Number","424 320",""
"2019","Turkey","64 years","Males","Number","318 356",""
"2019","Turkey","64 years","Females","Number","346 047",""
"2019","Turkey","65 years","Males","Number","274 784",""
"2019","Turkey","65 years","Females","Number","295 636",""
"2019","Turkey","66 years","Males","Number","257 120",""
"2019","Turkey","66 years","Females","Number","273 766",""
"2019","Turkey","67 years","Males","Number","209 863",""
"2019","Turkey","67 years","Females","Number","227 501",""
"2019","Turkey","68 years","Males","Number","263 124",""
"2019","Turkey","68 years","Females","Number","287 755",""
"2019","Turkey","69 years","Males","Number","241 088",""
"2019","Turkey","69 years","Females","Number","281 570",""
"2019","Turkey","70 years","Males","Number","196 196",""
"2019","Turkey","70 years","Females","Number","241 762",""
"2019","Turkey","71 years","Males","Number","175 167",""
"2019","Turkey","71 years","Females","Number","217 190",""
"2019","Turkey","72 years","Males","Number","153 100",""
"2019","Turkey","72 years","Females","Number","184 137",""
"2019","Turkey","73 years","Males","Number","169 086",""
"2019","Turkey","73 years","Females","Number","200 921",""
"2019","Turkey","74 years","Males","Number","141 804",""
"2019","Turkey","74 years","Females","Number","177 559",""
"2019","Turkey","75 years","Males","Number","120 595",""
"2019","Turkey","75 years","Females","Number","155 942",""
"2019","Turkey","76 years","Males","Number","124 285",""
"2019","Turkey","76 years","Females","Number","161 099",""
"2019","Turkey","77 years","Males","Number","99 710",""
"2019","Turkey","77 years","Females","Number","131 503",""
"2019","Turkey","78 years","Males","Number","103 872",""
"2019","Turkey","78 years","Females","Number","146 089",""
"2019","Turkey","79 years","Males","Number","91 363",""
"2019","Turkey","79 years","Females","Number","128 092",""
"2019","Turkey","80 years","Males","Number","85 262",""
"2019","Turkey","80 years","Females","Number","121 989",""
"2019","Turkey","81 years","Males","Number","72 061",""
"2019","Turkey","81 years","Females","Number","105 878",""
"2019","Turkey","82 years","Males","Number","58 650",""
"2019","Turkey","82 years","Females","Number","92 821",""
"2019","Turkey","83 years","Males","Number","45 032",""
"2019","Turkey","83 years","Females","Number","76 974",""
"2019","Turkey","84 years","Males","Number","57 877",""
"2019","Turkey","84 years","Females","Number","77 192",""
"2019","Turkey","85 years","Males","Number","66 034",""
"2019","Turkey","85 years","Females","Number","86 029",""
"2019","Turkey","86 years","Males","Number","44 608",""
"2019","Turkey","86 years","Females","Number","71 688",""
"2019","Turkey","87 years","Males","Number","29 751",""
"2019","Turkey","87 years","Females","Number","53 688",""
"2019","Turkey","88 years","Males","Number","24 472",""
"2019","Turkey","88 years","Females","Number","52 431",""
"2019","Turkey","89 years","Males","Number","18 092",""
"2019","Turkey","89 years","Females","Number","39 121",""
"2019","Turkey","90 years","Males","Number",":",""
"2019","Turkey","90 years","Females","Number",":",""
"2019","Turkey","91 years","Males","Number",":",""
"2019","Turkey","91 years","Females","Number",":",""
"2019","Turkey","92 years","Males","Number",":",""
"2019","Turkey","92 years","Females","Number",":",""
"2019","Turkey","93 years","Males","Number",":",""
"2019","Turkey","93 years","Females","Number",":",""
"2019","Turkey","94 years","Males","Number",":",""
"2019","Turkey","94 years","Females","Number",":",""
"2019","Turkey","95 years","Males","Number",":",""
"2019","Turkey","95 years","Females","Number",":",""
"2019","Turkey","96 years","Males","Number",":",""
"2019","Turkey","96 years","Females","Number",":",""
"2019","Turkey","97 years","Males","Number",":",""
"2019","Turkey","97 years","Females","Number",":",""
"2019","Turkey","98 years","Males","Number",":",""
"2019","Turkey","98 years","Females","Number",":",""
"2019","Turkey","99 years","Males","Number",":",""
"2019","Turkey","99 years","Females","Number",":",""
"2019","Turkey","Open-ended age class","Males","Number","47 136",""
"2019","Turkey","Open-ended age class","Females","Number","127 739",""
"2019","Turkey","Unknown","Males","Number","0",""
"2019","Turkey","Unknown","Females","Number","0",""
"2019","Andorra","Less than 1 year","Males","Number","165",""
"2019","Andorra","Less than 1 year","Females","Number","143",""
"2019","Andorra","1 year","Males","Number","258",""
"2019","Andorra","1 year","Females","Number","240",""
"2019","Andorra","2 years","Males","Number","299",""
"2019","Andorra","2 years","Females","Number","300",""
"2019","Andorra","3 years","Males","Number","342",""
"2019","Andorra","3 years","Females","Number","323",""
"2019","Andorra","4 years","Males","Number","327",""
"2019","Andorra","4 years","Females","Number","322",""
"2019","Andorra","5 years","Males","Number","327",""
"2019","Andorra","5 years","Females","Number","342",""
"2019","Andorra","6 years","Males","Number","369",""
"2019","Andorra","6 years","Females","Number","371",""
"2019","Andorra","7 years","Males","Number","409",""
"2019","Andorra","7 years","Females","Number","381",""
"2019","Andorra","8 years","Males","Number","410",""
"2019","Andorra","8 years","Females","Number","405",""
"2019","Andorra","9 years","Males","Number","397",""
"2019","Andorra","9 years","Females","Number","412",""
"2019","Andorra","10 years","Males","Number","440",""
"2019","Andorra","10 years","Females","Number","446",""
"2019","Andorra","11 years","Males","Number","405",""
"2019","Andorra","11 years","Females","Number","365",""
"2019","Andorra","12 years","Males","Number","428",""
"2019","Andorra","12 years","Females","Number","357",""
"2019","Andorra","13 years","Males","Number","439",""
"2019","Andorra","13 years","Females","Number","357",""
"2019","Andorra","14 years","Males","Number","412",""
"2019","Andorra","14 years","Females","Number","378",""
"2019","Andorra","15 years","Males","Number","397",""
"2019","Andorra","15 years","Females","Number","377",""
"2019","Andorra","16 years","Males","Number","407",""
"2019","Andorra","16 years","Females","Number","395",""
"2019","Andorra","17 years","Males","Number","406",""
"2019","Andorra","17 years","Females","Number","394",""
"2019","Andorra","18 years","Males","Number","445",""
"2019","Andorra","18 years","Females","Number","367",""
"2019","Andorra","19 years","Males","Number","441",""
"2019","Andorra","19 years","Females","Number","448",""
"2019","Andorra","20 years","Males","Number","420",""
"2019","Andorra","20 years","Females","Number","404",""
"2019","Andorra","21 years","Males","Number","473",""
"2019","Andorra","21 years","Females","Number","373",""
"2019","Andorra","22 years","Males","Number","407",""
"2019","Andorra","22 years","Females","Number","336",""
"2019","Andorra","23 years","Males","Number","444",""
"2019","Andorra","23 years","Females","Number","367",""
"2019","Andorra","24 years","Males","Number","420",""
"2019","Andorra","24 years","Females","Number","361",""
"2019","Andorra","25 years","Males","Number","431",""
"2019","Andorra","25 years","Females","Number","423",""
"2019","Andorra","26 years","Males","Number","491",""
"2019","Andorra","26 years","Females","Number","436",""
"2019","Andorra","27 years","Males","Number","438",""
"2019","Andorra","27 years","Females","Number","454",""
"2019","Andorra","28 years","Males","Number","483",""
"2019","Andorra","28 years","Females","Number","433",""
"2019","Andorra","29 years","Males","Number","513",""
"2019","Andorra","29 years","Females","Number","468",""
"2019","Andorra","30 years","Males","Number","493",""
"2019","Andorra","30 years","Females","Number","494",""
"2019","Andorra","31 years","Males","Number","512",""
"2019","Andorra","31 years","Females","Number","461",""
"2019","Andorra","32 years","Males","Number","504",""
"2019","Andorra","32 years","Females","Number","501",""
"2019","Andorra","33 years","Males","Number","506",""
"2019","Andorra","33 years","Females","Number","516",""
"2019","Andorra","34 years","Males","Number","548",""
"2019","Andorra","34 years","Females","Number","527",""
"2019","Andorra","35 years","Males","Number","611",""
"2019","Andorra","35 years","Females","Number","588",""
"2019","Andorra","36 years","Males","Number","602",""
"2019","Andorra","36 years","Females","Number","617",""
"2019","Andorra","37 years","Males","Number","637",""
"2019","Andorra","37 years","Females","Number","652",""
"2019","Andorra","38 years","Males","Number","595",""
"2019","Andorra","38 years","Females","Number","641",""
"2019","Andorra","39 years","Males","Number","680",""
"2019","Andorra","39 years","Females","Number","646",""
"2019","Andorra","40 years","Males","Number","666",""
"2019","Andorra","40 years","Females","Number","642",""
"2019","Andorra","41 years","Males","Number","696",""
"2019","Andorra","41 years","Females","Number","733",""
"2019","Andorra","42 years","Males","Number","682",""
"2019","Andorra","42 years","Females","Number","683",""
"2019","Andorra","43 years","Males","Number","740",""
"2019","Andorra","43 years","Females","Number","727",""
"2019","Andorra","44 years","Males","Number","727",""
"2019","Andorra","44 years","Females","Number","739",""
"2019","Andorra","45 years","Males","Number","745",""
"2019","Andorra","45 years","Females","Number","708",""
"2019","Andorra","46 years","Males","Number","769",""
"2019","Andorra","46 years","Females","Number","758",""
"2019","Andorra","47 years","Males","Number","717",""
"2019","Andorra","47 years","Females","Number","681",""
"2019","Andorra","48 years","Males","Number","729",""
"2019","Andorra","48 years","Females","Number","650",""
"2019","Andorra","49 years","Males","Number","668",""
"2019","Andorra","49 years","Females","Number","658",""
"2019","Andorra","50 years","Males","Number","727",""
"2019","Andorra","50 years","Females","Number","717",""
"2019","Andorra","51 years","Males","Number","704",""
"2019","Andorra","51 years","Females","Number","659",""
"2019","Andorra","52 years","Males","Number","702",""
"2019","Andorra","52 years","Females","Number","636",""
"2019","Andorra","53 years","Males","Number","720",""
"2019","Andorra","53 years","Females","Number","657",""
"2019","Andorra","54 years","Males","Number","671",""
"2019","Andorra","54 years","Females","Number","599",""
"2019","Andorra","55 years","Males","Number","675",""
"2019","Andorra","55 years","Females","Number","636",""
"2019","Andorra","56 years","Males","Number","628",""
"2019","Andorra","56 years","Females","Number","620",""
"2019","Andorra","57 years","Males","Number","614",""
"2019","Andorra","57 years","Females","Number","542",""
"2019","Andorra","58 years","Males","Number","580",""
"2019","Andorra","58 years","Females","Number","577",""
"2019","Andorra","59 years","Males","Number","565",""
"2019","Andorra","59 years","Females","Number","489",""
"2019","Andorra","60 years","Males","Number","500",""
"2019","Andorra","60 years","Females","Number","483",""
"2019","Andorra","61 years","Males","Number","476",""
"2019","Andorra","61 years","Females","Number","440",""
"2019","Andorra","62 years","Males","Number","481",""
"2019","Andorra","62 years","Females","Number","406",""
"2019","Andorra","63 years","Males","Number","455",""
"2019","Andorra","63 years","Females","Number","415",""
"2019","Andorra","64 years","Males","Number","410",""
"2019","Andorra","64 years","Females","Number","377",""
"2019","Andorra","65 years","Males","Number","395",""
"2019","Andorra","65 years","Females","Number","350",""
"2019","Andorra","66 years","Males","Number","367",""
"2019","Andorra","66 years","Females","Number","329",""
"2019","Andorra","67 years","Males","Number","323",""
"2019","Andorra","67 years","Females","Number","307",""
"2019","Andorra","68 years","Males","Number","337",""
"2019","Andorra","68 years","Females","Number","314",""
"2019","Andorra","69 years","Males","Number","297",""
"2019","Andorra","69 years","Females","Number","314",""
"2019","Andorra","70 years","Males","Number","334",""
"2019","Andorra","70 years","Females","Number","293",""
"2019","Andorra","71 years","Males","Number","296",""
"2019","Andorra","71 years","Females","Number","270",""
"2019","Andorra","72 years","Males","Number","253",""
"2019","Andorra","72 years","Females","Number","244",""
"2019","Andorra","73 years","Males","Number","275",""
"2019","Andorra","73 years","Females","Number","216",""
"2019","Andorra","74 years","Males","Number","258",""
"2019","Andorra","74 years","Females","Number","229",""
"2019","Andorra","75 years","Males","Number","228",""
"2019","Andorra","75 years","Females","Number","231",""
"2019","Andorra","76 years","Males","Number","176",""
"2019","Andorra","76 years","Females","Number","205",""
"2019","Andorra","77 years","Males","Number","158",""
"2019","Andorra","77 years","Females","Number","172",""
"2019","Andorra","78 years","Males","Number","172",""
"2019","Andorra","78 years","Females","Number","203",""
"2019","Andorra","79 years","Males","Number","98",""
"2019","Andorra","79 years","Females","Number","142",""
"2019","Andorra","80 years","Males","Number","110",""
"2019","Andorra","80 years","Females","Number","126",""
"2019","Andorra","81 years","Males","Number","120",""
"2019","Andorra","81 years","Females","Number","152",""
"2019","Andorra","82 years","Males","Number","115",""
"2019","Andorra","82 years","Females","Number","148",""
"2019","Andorra","83 years","Males","Number","99",""
"2019","Andorra","83 years","Females","Number","127",""
"2019","Andorra","84 years","Males","Number","80",""
"2019","Andorra","84 years","Females","Number","113",""
"2019","Andorra","85 years","Males","Number","81",""
"2019","Andorra","85 years","Females","Number","102",""
"2019","Andorra","86 years","Males","Number","85",""
"2019","Andorra","86 years","Females","Number","127",""
"2019","Andorra","87 years","Males","Number","69",""
"2019","Andorra","87 years","Females","Number","89",""
"2019","Andorra","88 years","Males","Number","62",""
"2019","Andorra","88 years","Females","Number","115",""
"2019","Andorra","89 years","Males","Number","43",""
"2019","Andorra","89 years","Females","Number","79",""
"2019","Andorra","90 years","Males","Number","49",""
"2019","Andorra","90 years","Females","Number","69",""
"2019","Andorra","91 years","Males","Number","34",""
"2019","Andorra","91 years","Females","Number","73",""
"2019","Andorra","92 years","Males","Number","21",""
"2019","Andorra","92 years","Females","Number","53",""
"2019","Andorra","93 years","Males","Number","18",""
"2019","Andorra","93 years","Females","Number","37",""
"2019","Andorra","94 years","Males","Number","15",""
"2019","Andorra","94 years","Females","Number","24",""
"2019","Andorra","95 years","Males","Number","21",""
"2019","Andorra","95 years","Females","Number","20",""
"2019","Andorra","96 years","Males","Number","4",""
"2019","Andorra","96 years","Females","Number","13",""
"2019","Andorra","97 years","Males","Number","5",""
"2019","Andorra","97 years","Females","Number","18",""
"2019","Andorra","98 years","Males","Number","3",""
"2019","Andorra","98 years","Females","Number","10",""
"2019","Andorra","99 years","Males","Number","5",""
"2019","Andorra","99 years","Females","Number","9",""
"2019","Andorra","Open-ended age class","Males","Number","5",""
"2019","Andorra","Open-ended age class","Females","Number","12",""
"2019","Andorra","Unknown","Males","Number","0",""
"2019","Andorra","Unknown","Females","Number","0",""
